Q (mW/m2),U (mW/m2),X,Y,Lat,Lon
48.936,18.404,1053763,-2077419,-68.797,153.104
51.119,18.595,1073835,-2077419,-68.715,152.665
53.763,19.349,1093906,-2077419,-68.633,152.23
53.563,19.266,1113978,-2077419,-68.549,151.798
53.873,18.889,1134050,-2077419,-68.464,151.37
55.085,18.63,1154121,-2077419,-68.378,150.945
55.675,21.497,1174193,-2077419,-68.29,150.524
56.694,19.688,1475268,-2077419,-66.857,144.62
75.369,50.978,431541,-2057347,-70.827,168.154
74.795,44.589,451612,-2057347,-70.789,167.619
75.254,33.472,471684,-2057347,-70.749,167.087
78.55,28.341,491756,-2057347,-70.708,166.557
76.104,29.127,511827,-2057347,-70.666,166.03
70.735,28.036,531899,-2057347,-70.622,165.504
69.884,29.214,551971,-2057347,-70.576,164.982
66.751,30.371,572043,-2057347,-70.529,164.461
70.341,28.849,592114,-2057347,-70.48,163.944
67.324,27.558,612186,-2057347,-70.429,163.429
59.541,23.479,632258,-2057347,-70.377,162.917
57.221,21.16,652329,-2057347,-70.324,162.408
56.485,23.526,672401,-2057347,-70.269,161.901
56.956,25.054,692473,-2057347,-70.212,161.398
59.58,23.268,712544,-2057347,-70.154,160.897
55.495,18.142,732616,-2057347,-70.095,160.399
60.994,22.048,752688,-2057347,-70.034,159.905
55.647,21.402,772759,-2057347,-69.971,159.413
55.679,21.599,792831,-2057347,-69.908,158.925
55.824,22.573,812903,-2057347,-69.842,158.44
53.843,24.004,832974,-2057347,-69.776,157.958
53.131,24.697,853046,-2057347,-69.708,157.479
58.144,24.002,873118,-2057347,-69.639,157.004
58.034,23.65,893189,-2057347,-69.568,156.532
57.271,26.034,913261,-2057347,-69.496,156.063
52.294,22.817,933333,-2057347,-69.423,155.598
52.437,22.477,953405,-2057347,-69.348,155.136
54.095,21.911,973476,-2057347,-69.272,154.678
52.112,21.565,993548,-2057347,-69.195,154.223
55.823,18.643,1013620,-2057347,-69.116,153.771
59.591,23.34,1033691,-2057347,-69.037,153.323
50.514,19.052,1053763,-2057347,-68.956,152.879
51.109,19.38,1073835,-2057347,-68.874,152.438
52.534,20.071,1093906,-2057347,-68.79,152.0
53.446,20.99,1113978,-2057347,-68.706,151.566
53.502,19.066,1134050,-2057347,-68.62,151.136
59.079,19.553,1154121,-2057347,-68.534,150.709
55.551,20.935,1174193,-2057347,-68.446,150.285
53.997,21.145,1194265,-2057347,-68.357,149.865
55.088,21.906,1214336,-2057347,-68.266,149.449
53.975,19.961,1354838,-2057347,-67.606,146.634
54.901,19.714,1374910,-2057347,-67.507,146.245
52.625,19.563,1394982,-2057347,-67.408,145.861
53.457,20.467,1455197,-2057347,-67.104,144.728
56.361,19.97,1475268,-2057347,-67.001,144.357
63.203,20.104,1495340,-2057347,-66.897,143.989
63.475,20.219,1515412,-2057347,-66.792,143.625
60.335,18.395,1535483,-2057347,-66.687,143.264
79.769,33.829,351254,-2037276,-71.138,170.218
82.737,57.531,411469,-2037276,-71.039,168.582
75.839,44.86,431541,-2037276,-71.003,168.04
70.581,32.684,451612,-2037276,-70.964,167.501
73.465,30.051,471684,-2037276,-70.925,166.964
73.913,23.086,491756,-2037276,-70.883,166.43
71.375,22.705,511827,-2037276,-70.84,165.897
74.209,28.793,531899,-2037276,-70.796,165.368
71.579,32.282,551971,-2037276,-70.749,164.84
66.113,31.347,572043,-2037276,-70.702,164.316
63.59,28.315,592114,-2037276,-70.652,163.794
64.108,28.912,612186,-2037276,-70.601,163.275
58.036,25.315,632258,-2037276,-70.549,162.759
54.575,22.772,652329,-2037276,-70.495,162.245
56.073,23.096,672401,-2037276,-70.439,161.735
57.268,21.765,692473,-2037276,-70.382,161.227
58.764,24.547,712544,-2037276,-70.324,160.723
62.688,22.711,732616,-2037276,-70.264,160.221
56.861,20.871,752688,-2037276,-70.202,159.723
56.512,22.05,772759,-2037276,-70.139,159.228
54.873,20.353,792831,-2037276,-70.075,158.736
53.199,23.856,812903,-2037276,-70.009,158.247
54.858,20.472,832974,-2037276,-69.942,157.762
53.938,20.405,853046,-2037276,-69.873,157.28
57.389,19.929,873118,-2037276,-69.803,156.801
58.043,18.324,893189,-2037276,-69.732,156.326
59.054,20.598,913261,-2037276,-69.66,155.854
57.843,21.763,933333,-2037276,-69.586,155.386
58.224,21.836,953405,-2037276,-69.51,154.921
55.281,21.713,973476,-2037276,-69.434,154.46
57.421,21.962,993548,-2037276,-69.356,154.002
63.623,23.723,1013620,-2037276,-69.277,153.548
62.896,25.177,1033691,-2037276,-69.196,153.097
63.568,25.317,1053763,-2037276,-69.115,152.65
64.971,25.684,1073835,-2037276,-69.032,152.207
61.145,24.962,1093906,-2037276,-68.948,151.767
61.195,24.393,1113978,-2037276,-68.863,151.33
62.149,23.429,1134050,-2037276,-68.777,150.897
64.473,21.695,1154121,-2037276,-68.689,150.468
61.027,21.657,1174193,-2037276,-68.6,150.043
51.376,22.456,1194265,-2037276,-68.511,149.621
55.085,21.979,1214336,-2037276,-68.42,149.203
54.892,21.418,1234408,-2037276,-68.328,148.788
54.655,20.373,1314695,-2037276,-67.95,147.165
55.853,21.823,1334767,-2037276,-67.852,146.768
55.211,20.928,1354838,-2037276,-67.754,146.375
55.748,21.4,1374910,-2037276,-67.655,145.986
53.056,21.256,1394982,-2037276,-67.555,145.599
54.179,21.04,1415053,-2037276,-67.454,145.217
54.237,20.379,1455197,-2037276,-67.249,144.462
57.913,19.765,1475268,-2037276,-67.145,144.09
61.182,19.651,1495340,-2037276,-67.041,143.722
64.925,21.467,1515412,-2037276,-66.935,143.357
63.564,21.258,1535483,-2037276,-66.829,142.995
75.786,40.122,331182,-2017204,-71.346,170.676
75.178,39.494,351254,-2017204,-71.316,170.122
75.259,40.514,371326,-2017204,-71.284,169.57
75.854,38.251,391397,-2017204,-71.25,169.019
71.344,32.785,411469,-2017204,-71.215,168.471
74.44,33.787,431541,-2017204,-71.179,167.925
73.367,30.623,451612,-2017204,-71.14,167.381
71.815,31.652,471684,-2017204,-71.1,166.839
72.557,30.925,491756,-2017204,-71.058,166.3
72.334,27.855,511827,-2017204,-71.015,165.763
71.47,28.846,531899,-2017204,-70.97,165.228
72.051,31.768,551971,-2017204,-70.923,164.697
67.668,30.123,572043,-2017204,-70.875,164.168
59.277,26.507,592114,-2017204,-70.825,163.641
52.994,28.478,612186,-2017204,-70.773,163.118
56.311,24.518,632258,-2017204,-70.72,162.597
54.691,23.725,652329,-2017204,-70.666,162.08
56.146,26.33,672401,-2017204,-70.61,161.565
58.996,26.241,692473,-2017204,-70.552,161.054
60.571,24.882,712544,-2017204,-70.493,160.545
60.786,21.457,732616,-2017204,-70.433,160.04
58.494,21.94,752688,-2017204,-70.371,159.538
56.961,23.813,772759,-2017204,-70.307,159.039
56.247,20.785,792831,-2017204,-70.242,158.543
53.185,22.095,812903,-2017204,-70.176,158.051
60.982,20.183,832974,-2017204,-70.108,157.563
59.35,20.142,853046,-2017204,-70.039,157.077
59.092,19.986,873118,-2017204,-69.968,156.595
58.731,18.396,893189,-2017204,-69.896,156.117
58.762,20.134,913261,-2017204,-69.823,155.642
59.919,19.579,933333,-2017204,-69.748,155.171
59.752,23.151,953405,-2017204,-69.672,154.703
57.498,23.987,973476,-2017204,-69.595,154.239
59.153,24.178,993548,-2017204,-69.517,153.778
65.826,22.751,1013620,-2017204,-69.437,153.321
54.335,20.932,1033691,-2017204,-69.356,152.868
60.066,20.079,1053763,-2017204,-69.274,152.418
53.661,21.056,1073835,-2017204,-69.19,151.972
54.212,20.941,1093906,-2017204,-69.106,151.53
57.65,20.856,1113978,-2017204,-69.02,151.091
63.522,24.819,1134050,-2017204,-68.933,150.656
65.049,23.646,1154121,-2017204,-68.844,150.224
64.515,22.541,1174193,-2017204,-68.755,149.797
60.982,23.424,1194265,-2017204,-68.665,149.373
60.905,23.497,1214336,-2017204,-68.573,148.952
62.775,22.264,1234408,-2017204,-68.48,148.536
61.839,22.239,1254480,-2017204,-68.387,148.123
65.843,23.623,1274552,-2017204,-68.292,147.714
58.291,22.093,1294623,-2017204,-68.196,147.308
57.561,21.987,1314695,-2017204,-68.099,146.906
61.677,23.179,1334767,-2017204,-68.001,146.508
56.854,21.72,1354838,-2017204,-67.902,146.113
59.582,23.062,1374910,-2017204,-67.803,145.722
58.744,20.518,1394982,-2017204,-67.702,145.334
57.14,20.939,1415053,-2017204,-67.6,144.951
54.672,17.957,1455197,-2017204,-67.394,144.194
62.868,18.445,1475268,-2017204,-67.289,143.82
60.223,18.792,1495340,-2017204,-67.184,143.451
64.295,20.092,1515412,-2017204,-67.077,143.085
61.569,21.114,1535483,-2017204,-66.97,142.722
65.598,21.434,1555555,-2017204,-66.862,142.363
63.116,20.109,1575627,-2017204,-66.753,142.007
63.973,20.961,1595698,-2017204,-66.644,141.654
87.127,70.585,331182,-1997132,-71.523,170.584
76.062,38.202,351254,-1997132,-71.493,170.025
75.737,31.505,371326,-1997132,-71.461,169.467
79.171,31.01,391397,-1997132,-71.427,168.912
72.914,32.527,411469,-1997132,-71.392,168.358
75.899,36.386,431541,-1997132,-71.355,167.807
72.649,30.092,451612,-1997132,-71.316,167.258
67.243,32.886,471684,-1997132,-71.275,166.711
67.283,25.603,491756,-1997132,-71.233,166.167
71.251,21.143,511827,-1997132,-71.189,165.626
65.792,26.701,531899,-1997132,-71.144,165.086
55.12,27.098,551971,-1997132,-71.096,164.55
59.863,24.247,572043,-1997132,-71.048,164.017
57.481,24.573,592114,-1997132,-70.997,163.486
55.742,25.191,612186,-1997132,-70.945,162.958
53.535,22.429,632258,-1997132,-70.892,162.433
55.645,24.844,652329,-1997132,-70.837,161.911
55.791,23.268,672401,-1997132,-70.78,161.392
56.627,24.08,692473,-1997132,-70.722,160.877
56.874,23.02,712544,-1997132,-70.662,160.364
61.23,22.382,732616,-1997132,-70.601,159.855
60.368,21.713,752688,-1997132,-70.539,159.349
57.579,22.176,772759,-1997132,-70.475,158.847
64.344,21.663,792831,-1997132,-70.409,158.348
62.152,21.707,812903,-1997132,-70.342,157.852
61.357,21.534,832974,-1997132,-70.274,157.36
60.05,21.141,853046,-1997132,-70.204,156.871
60.272,19.395,873118,-1997132,-70.133,156.386
59.774,22.114,893189,-1997132,-70.06,155.904
58.925,21.657,913261,-1997132,-69.986,155.426
60.017,20.955,933333,-1997132,-69.911,154.952
61.972,24.468,953405,-1997132,-69.834,154.481
60.978,22.539,973476,-1997132,-69.756,154.014
61.582,22.982,993548,-1997132,-69.677,153.55
62.121,22.928,1013620,-1997132,-69.597,153.09
54.828,20.336,1033691,-1997132,-69.515,152.634
53.546,20.092,1053763,-1997132,-69.432,152.182
54.648,20.19,1073835,-1997132,-69.348,151.734
57.853,19.916,1093906,-1997132,-69.263,151.289
59.19,19.65,1113978,-1997132,-69.176,150.848
60.553,20.069,1134050,-1997132,-69.088,150.41
63.131,19.23,1154121,-1997132,-68.999,149.977
65.66,20.661,1174193,-1997132,-68.909,149.547
65.046,20.917,1194265,-1997132,-68.818,149.121
67.723,22.207,1214336,-1997132,-68.726,148.699
64.102,21.843,1234408,-1997132,-68.633,148.28
63.892,22.041,1254480,-1997132,-68.538,147.865
64.932,23.848,1274552,-1997132,-68.443,147.454
66.45,22.801,1294623,-1997132,-68.346,147.047
65.45,23.092,1314695,-1997132,-68.248,146.643
62.691,22.844,1334767,-1997132,-68.15,146.244
62.348,23.631,1354838,-1997132,-68.05,145.847
59.93,21.104,1374910,-1997132,-67.95,145.455
58.987,19.581,1394982,-1997132,-67.848,145.066
56.002,21.482,1415053,-1997132,-67.746,144.681
55.895,18.66,1435125,-1997132,-67.642,144.299
59.759,16.784,1455197,-1997132,-67.538,143.921
60.692,17.912,1475268,-1997132,-67.432,143.547
63.319,18.083,1495340,-1997132,-67.326,143.176
64.97,17.91,1515412,-1997132,-67.219,142.809
63.423,18.055,1535483,-1997132,-67.111,142.445
63.556,18.141,1555555,-1997132,-67.003,142.085
64.249,19.927,1575627,-1997132,-66.893,141.729
61.001,20.578,1595698,-1997132,-66.783,141.375
58.688,19.581,1615770,-1997132,-66.671,141.026
59.302,22.314,1635842,-1997132,-66.559,140.679
89.095,90.696,311111,-1977060,-71.73,171.057
74.505,38.641,331182,-1977060,-71.701,170.491
74.634,33.555,351254,-1977060,-71.67,169.926
73.519,32.326,371326,-1977060,-71.638,169.363
68.183,32.643,391397,-1977060,-71.604,168.802
70.195,30.438,411469,-1977060,-71.568,168.243
70.838,28.343,431541,-1977060,-71.531,167.687
71.003,31.188,451612,-1977060,-71.491,167.133
67.661,31.921,471684,-1977060,-71.45,166.581
67.44,28.137,491756,-1977060,-71.408,166.032
71.16,24.22,511827,-1977060,-71.363,165.486
63.39,25.127,531899,-1977060,-71.317,164.942
62.089,30.373,551971,-1977060,-71.27,164.401
57.213,24.684,572043,-1977060,-71.221,163.863
58.315,25.055,592114,-1977060,-71.17,163.327
55.724,26.165,612186,-1977060,-71.117,162.795
54.565,24.072,632258,-1977060,-71.063,162.266
56.122,24.156,652329,-1977060,-71.008,161.74
52.478,21.446,672401,-1977060,-70.951,161.217
55.784,22.899,692473,-1977060,-70.892,160.697
60.401,23.74,712544,-1977060,-70.832,160.181
59.927,21.547,732616,-1977060,-70.77,159.667
58.298,25.771,752688,-1977060,-70.707,159.158
60.244,23.683,772759,-1977060,-70.642,158.651
64.787,22.028,792831,-1977060,-70.576,158.148
65.419,22.357,812903,-1977060,-70.508,157.649
62.856,20.267,832974,-1977060,-70.439,157.153
61.311,21.667,853046,-1977060,-70.369,156.661
60.23,19.408,873118,-1977060,-70.297,156.173
58.655,21.199,893189,-1977060,-70.224,155.688
59.317,20.332,913261,-1977060,-70.149,155.206
59.12,20.965,933333,-1977060,-70.073,154.729
60.571,19.886,953405,-1977060,-69.996,154.255
61.03,22.523,973476,-1977060,-69.917,153.785
62.969,20.226,993548,-1977060,-69.838,153.319
51.345,19.419,1013620,-1977060,-69.756,152.856
56.263,20.101,1033691,-1977060,-69.674,152.398
60.348,19.128,1053763,-1977060,-69.59,151.943
60.728,19.082,1073835,-1977060,-69.506,151.492
61.578,18.784,1093906,-1977060,-69.419,151.044
63.236,18.436,1113978,-1977060,-69.332,150.601
62.85,19.092,1134050,-1977060,-69.244,150.161
64.159,19.225,1154121,-1977060,-69.154,149.725
65.939,17.86,1174193,-1977060,-69.063,149.294
59.397,21.073,1194265,-1977060,-68.971,148.865
64.217,19.86,1214336,-1977060,-68.878,148.441
65.713,20.765,1234408,-1977060,-68.784,148.021
63.953,20.798,1254480,-1977060,-68.689,147.604
62.194,19.898,1274552,-1977060,-68.593,147.191
65.548,21.77,1294623,-1977060,-68.496,146.782
64.017,21.918,1314695,-1977060,-68.397,146.377
62.146,22.361,1334767,-1977060,-68.298,145.976
61.201,21.189,1354838,-1977060,-68.198,145.578
60.706,18.763,1374910,-1977060,-68.096,145.184
60.26,17.914,1394982,-1977060,-67.994,144.794
57.789,18.095,1415053,-1977060,-67.891,144.407
57.905,17.203,1435125,-1977060,-67.787,144.025
61.321,12.597,1455197,-1977060,-67.681,143.645
61.644,17.238,1475268,-1977060,-67.575,143.27
61.403,17.519,1495340,-1977060,-67.468,142.898
63.149,15.594,1515412,-1977060,-67.361,142.53
62.006,15.658,1535483,-1977060,-67.252,142.165
63.788,16.726,1555555,-1977060,-67.143,141.804
65.392,17.074,1575627,-1977060,-67.032,141.447
61.91,16.196,1595698,-1977060,-66.921,141.093
65.953,16.769,1615770,-1977060,-66.809,140.742
58.49,18.631,1635842,-1977060,-66.696,140.395
56.947,21.422,1655914,-1977060,-66.583,140.052
59.072,24.668,1675985,-1977060,-66.469,139.712
83.737,81.91,311111,-1956989,-71.908,170.967
74.392,36.379,331182,-1956989,-71.879,170.395
74.18,35.79,351254,-1956989,-71.848,169.824
69.181,31.641,371326,-1956989,-71.815,169.256
71.779,29.633,391397,-1956989,-71.781,168.69
71.316,29.078,411469,-1956989,-71.744,168.126
64.049,27.744,431541,-1956989,-71.707,167.565
69.554,28.442,451612,-1956989,-71.667,167.005
65.418,30.911,471684,-1956989,-71.626,166.449
70.045,23.838,491756,-1956989,-71.582,165.895
68.035,20.711,511827,-1956989,-71.538,165.343
63.005,23.29,531899,-1956989,-71.491,164.795
62.758,26.188,551971,-1956989,-71.443,164.249
60.013,26.067,572043,-1956989,-71.393,163.706
56.703,23.633,592114,-1956989,-71.342,163.166
54.651,21.979,612186,-1956989,-71.289,162.629
54.796,23.702,632258,-1956989,-71.235,162.096
57.032,24.47,652329,-1956989,-71.179,161.565
55.852,23.988,672401,-1956989,-71.121,161.038
57.164,23.895,692473,-1956989,-71.062,160.514
59.605,19.679,712544,-1956989,-71.001,159.993
60.968,21.942,732616,-1956989,-70.938,159.476
57.721,24.682,752688,-1956989,-70.875,158.962
61.759,28.169,772759,-1956989,-70.809,158.452
65.17,22.956,792831,-1956989,-70.743,157.946
66.408,20.143,812903,-1956989,-70.674,157.443
62.332,21.8,832974,-1956989,-70.605,156.943
60.151,20.586,853046,-1956989,-70.534,156.448
58.695,21.624,873118,-1956989,-70.461,155.956
59.45,21.355,893189,-1956989,-70.387,155.468
60.441,21.867,913261,-1956989,-70.312,154.983
59.504,23.146,933333,-1956989,-70.235,154.502
61.944,21.462,953405,-1956989,-70.157,154.026
62.196,21.743,973476,-1956989,-70.078,153.553
59.836,23.299,993548,-1956989,-69.998,153.083
58.888,20.675,1013620,-1956989,-69.916,152.618
60.212,19.902,1033691,-1956989,-69.833,152.157
61.948,18.901,1053763,-1956989,-69.748,151.699
57.533,20.233,1073835,-1956989,-69.663,151.246
61.024,19.181,1093906,-1956989,-69.576,150.796
62.16,18.847,1113978,-1956989,-69.488,150.35
62.656,19.461,1134050,-1956989,-69.399,149.908
64.31,19.002,1154121,-1956989,-69.308,149.47
63.759,18.832,1174193,-1956989,-69.217,149.036
58.348,20.216,1194265,-1956989,-69.124,148.606
66.337,18.002,1214336,-1956989,-69.031,148.18
62.044,18.864,1234408,-1956989,-68.936,147.758
63.586,18.404,1254480,-1956989,-68.84,147.339
60.962,18.481,1274552,-1956989,-68.743,146.925
62.789,18.858,1294623,-1956989,-68.645,146.514
60.813,19.377,1314695,-1956989,-68.546,146.107
62.599,19.426,1334767,-1956989,-68.446,145.704
61.153,17.759,1354838,-1956989,-68.344,145.305
59.294,17.14,1374910,-1956989,-68.242,144.91
60.622,16.774,1394982,-1956989,-68.139,144.518
59.608,15.905,1415053,-1956989,-68.035,144.13
59.732,16.268,1435125,-1956989,-67.93,143.746
60.105,16.856,1455197,-1956989,-67.825,143.366
62.214,16.349,1475268,-1956989,-67.718,142.989
64.886,14.583,1495340,-1956989,-67.61,142.616
64.627,15.055,1515412,-1956989,-67.502,142.247
63.027,15.212,1535483,-1956989,-67.392,141.882
62.614,15.526,1555555,-1956989,-67.282,141.52
63.822,15.732,1575627,-1956989,-67.171,141.161
62.144,15.667,1595698,-1956989,-67.059,140.807
60.247,15.832,1615770,-1956989,-66.946,140.456
60.799,16.78,1635842,-1956989,-66.833,140.108
58.633,18.217,1655914,-1956989,-66.719,139.764
58.823,18.367,1675985,-1956989,-66.604,139.423
59.581,24.117,1696057,-1956989,-66.488,139.086
60.37,23.77,1716129,-1956989,-66.371,138.752
77.076,34.585,331182,-1936917,-72.057,170.297
74.715,38.932,351254,-1936917,-72.025,169.721
74.41,31.161,371326,-1936917,-71.992,169.148
71.229,29.889,391397,-1936917,-71.958,168.576
74.74,29.649,411469,-1936917,-71.921,168.007
71.033,29.227,431541,-1936917,-71.883,167.44
65.376,27.527,451612,-1936917,-71.842,166.875
67.599,30.174,471684,-1936917,-71.801,166.314
69.069,24.174,491756,-1936917,-71.757,165.754
69.974,20.748,511827,-1936917,-71.712,165.198
63.057,22.508,531899,-1936917,-71.665,164.644
61.197,26.431,551971,-1936917,-71.617,164.094
58.337,26.054,572043,-1936917,-71.566,163.546
56.191,23.394,592114,-1936917,-71.514,163.002
53.951,23.745,612186,-1936917,-71.461,162.46
56.638,22.262,632258,-1936917,-71.406,161.922
55.992,23.469,652329,-1936917,-71.349,161.387
54.961,22.344,672401,-1936917,-71.291,160.856
59.401,22.133,692473,-1936917,-71.231,160.327
61.422,20.264,712544,-1936917,-71.17,159.803
58.149,23.558,732616,-1936917,-71.107,159.281
61.239,24.486,752688,-1936917,-71.042,158.764
58.446,25.086,772759,-1936917,-70.977,158.25
64.357,22.994,792831,-1936917,-70.909,157.739
64.756,20.792,812903,-1936917,-70.84,157.233
63.095,22.357,832974,-1936917,-70.77,156.73
57.352,21.739,853046,-1936917,-70.698,156.231
59.06,21.489,873118,-1936917,-70.625,155.735
59.052,21.397,893189,-1936917,-70.551,155.244
60.237,21.325,913261,-1936917,-70.475,154.756
61.225,21.359,933333,-1936917,-70.397,154.272
62.783,21.224,953405,-1936917,-70.319,153.792
60.569,22.544,973476,-1936917,-70.239,153.316
61.574,18.785,993548,-1936917,-70.157,152.844
63.59,18.52,1013620,-1936917,-70.075,152.376
56.396,20.328,1033691,-1936917,-69.991,151.912
56.052,19.976,1053763,-1936917,-69.906,151.452
63.617,18.113,1073835,-1936917,-69.82,150.996
59.733,19.142,1093906,-1936917,-69.732,150.544
59.841,19.694,1113978,-1936917,-69.643,150.096
61.442,19.964,1134050,-1936917,-69.554,149.651
64.6,19.208,1154121,-1936917,-69.462,149.211
64.391,18.014,1174193,-1936917,-69.37,148.775
57.211,20.4,1194265,-1936917,-69.277,148.343
56.717,20.629,1214336,-1936917,-69.182,147.915
64.455,18.687,1234408,-1936917,-69.087,147.49
59.069,19.524,1254480,-1936917,-68.99,147.07
60.572,18.555,1274552,-1936917,-68.892,146.654
63.354,17.755,1294623,-1936917,-68.794,146.241
63.726,19.122,1314695,-1936917,-68.694,145.833
61.797,17.002,1334767,-1936917,-68.593,145.429
58.932,16.453,1354838,-1936917,-68.491,145.028
58.772,17.455,1374910,-1936917,-68.388,144.631
58.279,17.464,1394982,-1936917,-68.284,144.238
60.846,15.367,1415053,-1936917,-68.18,143.849
61.722,15.455,1435125,-1936917,-68.074,143.464
57.846,15.819,1455197,-1936917,-67.967,143.083
62.755,13.813,1475268,-1936917,-67.86,142.705
64.366,14.053,1495340,-1936917,-67.751,142.331
63.542,13.908,1515412,-1936917,-67.642,141.961
63.233,14.879,1535483,-1936917,-67.532,141.595
63.107,15.23,1555555,-1936917,-67.421,141.232
59.298,14.327,1575627,-1936917,-67.309,140.873
56.719,15.67,1595698,-1936917,-67.197,140.517
56.994,16.492,1615770,-1936917,-67.083,140.165
57.88,16.822,1635842,-1936917,-66.969,139.817
58.382,17.044,1655914,-1936917,-66.854,139.472
58.9,17.231,1675985,-1936917,-66.738,139.131
58.991,17.434,1696057,-1936917,-66.622,138.793
59.396,19.189,1716129,-1936917,-66.504,138.459
59.018,22.695,1736200,-1936917,-66.386,138.128
60.781,23.881,1756272,-1936917,-66.268,137.8
60.034,24.092,1776344,-1936917,-66.148,137.476
77.22,34.109,331182,-1916845,-72.235,170.198
76.212,31.85,351254,-1916845,-72.203,169.616
76.808,38.606,371326,-1916845,-72.17,169.037
68.254,27.622,391397,-1916845,-72.134,168.46
83.325,26.15,411469,-1916845,-72.097,167.885
76.494,31.56,431541,-1916845,-72.059,167.312
70.984,27.007,451612,-1916845,-72.018,166.743
70.648,27.289,471684,-1916845,-71.976,166.176
70.332,26.701,491756,-1916845,-71.932,165.611
69.924,21.523,511827,-1916845,-71.886,165.05
65.968,21.456,531899,-1916845,-71.839,164.491
58.813,24.489,551971,-1916845,-71.79,163.936
59.421,23.765,572043,-1916845,-71.739,163.383
57.134,27.183,592114,-1916845,-71.687,162.834
55.733,25.007,612186,-1916845,-71.633,162.288
60.756,25.829,632258,-1916845,-71.577,161.745
65.313,29.13,652329,-1916845,-71.52,161.206
52.346,21.127,672401,-1916845,-71.461,160.67
58.739,22.422,692473,-1916845,-71.401,160.137
61.82,22.335,712544,-1916845,-71.339,159.608
58.038,25.153,732616,-1916845,-71.275,159.083
53.061,25.918,752688,-1916845,-71.21,158.562
64.074,24.489,772759,-1916845,-71.144,158.044
66.051,21.672,792831,-1916845,-71.075,157.529
62.851,19.979,812903,-1916845,-71.006,157.019
